Epoch,disc_loss,gen_loss
0,0.35085201263427734,4.427029609680176
10,0.16302524507045746,6.422482967376709
20,0.16272695362567902,7.498115062713623
30,0.16259504854679108,8.427742004394531
40,0.16255006194114685,11.360342025756836
50,0.16256748139858246,10.076297760009766
60,0.1625608652830124,10.487935066223145
70,0.1625891774892807,11.393632888793945
80,0.16255702078342438,30.60247039794922
90,0.16254977881908417,49.268672943115234
100,0.1625586897134781,70.49708557128906
110,0.16257913410663605,43.025604248046875
120,0.16254985332489014,22.685028076171875
130,0.16255292296409607,33.00533676147461
140,0.16254684329032898,18.576183319091797
150,0.1625629961490631,22.035545349121094
160,0.16254515945911407,17.346031188964844
170,0.1625560075044632,23.891998291015625
180,0.1625569760799408,44.84156799316406
190,0.1625446230173111,31.432964324951172
200,0.16254357993602753,29.289058685302734
210,0.1625465601682663,18.71588897705078
220,0.16254398226737976,40.082332611083984
230,0.16254642605781555,39.76068878173828
240,0.16254666447639465,27.310678482055664
250,0.16254353523254395,27.04148292541504
260,0.16255386173725128,24.448406219482422
270,0.1625429391860962,19.989593505859375
280,0.16254228353500366,21.02644920349121
290,0.16254323720932007,15.920059204101562
300,0.1625431329011917,19.77975845336914
310,0.16254836320877075,20.966829299926758
320,0.16254305839538574,20.074325561523438
330,0.16254369914531708,16.083219528198242
340,0.16254206001758575,14.47389030456543
350,0.1625416874885559,20.338275909423828
360,0.16254311800003052,17.653079986572266
370,0.16254310309886932,16.237285614013672
380,0.16254371404647827,15.90573501586914
390,0.1625426858663559,23.16121482849121
400,0.16254249215126038,15.964678764343262
410,0.16254481673240662,14.954203605651855
420,0.16254539787769318,21.814594268798828
430,0.1625450998544693,99.1212158203125
440,0.1625427007675171,208.258544921875
450,0.16254256665706635,341.4822998046875
460,0.16254352033138275,602.3643188476562
